beacon_id,rssi,timestamp,userid
1,-90,1543020253,0
3,-90,1543020253,0
4,-83,1543020253,0
5,-89,1543020253,0
6,-86,1543020253,0
7,-61,1543020253,0
8,-69,1543020253,0
9,-54,1543020253,0
10,-74,1543020253,0
11,-52,1543020253,0
12,-61,1543020253,0
1,-68,1543020254,0
3,-71,1543020254,0
4,-61,1543020254,0
5,-77,1543020254,0
6,-88,1543020254,0
7,-66,1543020254,0
8,-77,1543020254,0
9,-72,1543020254,0
10,-60,1543020254,0
11,-61,1543020254,0
12,-72,1543020254,0
1,-56,1543020255,0
3,-83,1543020255,0
4,-88,1543020255,0
5,-50,1543020255,0
6,-61,1543020255,0
7,-90,1543020255,0
8,-53,1543020255,0
9,-78,1543020255,0
10,-54,1543020255,0
11,-73,1543020255,0
12,-63,1543020255,0
1,-77,1543020256,0
3,-53,1543020256,0
4,-69,1543020256,0
5,-52,1543020256,0
6,-84,1543020256,0
7,-83,1543020256,0
8,-56,1543020256,0
9,-57,1543020256,0
10,-75,1543020256,0
11,-54,1543020256,0
12,-52,1543020256,0
1,-70,1543020257,0
3,-78,1543020257,0
4,-59,1543020257,0
5,-73,1543020257,0
6,-76,1543020257,0
7,-59,1543020257,0
8,-82,1543020257,0
9,-78,1543020257,0
10,-79,1543020257,0
11,-81,1543020257,0
12,-89,1543020257,0
1,-76,1543020258,0
3,-73,1543020258,0
4,-81,1543020258,0
5,-68,1543020258,0
6,-83,1543020258,0
7,-88,1543020258,0
8,-83,1543020258,0
9,-54,1543020258,0
10,-63,1543020258,0
11,-72,1543020258,0
12,-50,1543020258,0
1,-64,1543020259,0
3,-83,1543020259,0
4,-53,1543020259,0
5,-56,1543020259,0
6,-77,1543020259,0
7,-54,1543020259,0
8,-84,1543020259,0
9,-81,1543020259,0
10,-77,1543020259,0
11,-56,1543020259,0
12,-50,1543020259,0
1,-81,1543020260,0
3,-86,1543020260,0
4,-78,1543020260,0
5,-78,1543020260,0
6,-54,1543020260,0
7,-76,1543020260,0
8,-57,1543020260,0
9,-71,1543020260,0
10,-69,1543020260,0
11,-79,1543020260,0
12,-64,1543020260,0
1,-85,1543020261,0
3,-56,1543020261,0
4,-55,1543020261,0
5,-53,1543020261,0
6,-89,1543020261,0
7,-64,1543020261,0
8,-54,1543020261,0
9,-69,1543020261,0
10,-59,1543020261,0
11,-67,1543020261,0
12,-55,1543020261,0
1,-61,1543020262,0
3,-90,1543020262,0
4,-81,1543020262,0
5,-81,1543020262,0
6,-62,1543020262,0
7,-79,1543020262,0
8,-51,1543020262,0
9,-67,1543020262,0
10,-82,1543020262,0
11,-57,1543020262,0
12,-88,1543020262,0
1,-52,1543020263,0
3,-77,1543020263,0
4,-86,1543020263,0
5,-87,1543020263,0
6,-81,1543020263,0
7,-72,1543020263,0
8,-63,1543020263,0
9,-68,1543020263,0
10,-63,1543020263,0
11,-71,1543020263,0
12,-65,1543020263,0
1,-73,1543020264,0
3,-66,1543020264,0
4,-89,1543020264,0
5,-88,1543020264,0
6,-77,1543020264,0
7,-65,1543020264,0
8,-81,1543020264,0
9,-63,1543020264,0
10,-60,1543020264,0
11,-88,1543020264,0
12,-61,1543020264,0
1,-72,1543020265,0
3,-58,1543020265,0
4,-76,1543020265,0
5,-56,1543020265,0
6,-82,1543020265,0
7,-65,1543020265,0
8,-90,1543020265,0
9,-70,1543020265,0
10,-70,1543020265,0
11,-70,1543020265,0
12,-75,1543020265,0
1,-56,1543020266,0
3,-69,1543020266,0
4,-87,1543020266,0
5,-86,1543020266,0
6,-87,1543020266,0
7,-51,1543020266,0
8,-55,1543020266,0
9,-88,1543020266,0
10,-78,1543020266,0
11,-79,1543020266,0
12,-65,1543020266,0
1,-61,1543020267,0
3,-78,1543020267,0
4,-79,1543020267,0
5,-77,1543020267,0
6,-75,1543020267,0
7,-59,1543020267,0
8,-60,1543020267,0
9,-87,1543020267,0
10,-83,1543020267,0
11,-50,1543020267,0
12,-55,1543020267,0
1,-82,1543020268,0
3,-75,1543020268,0
4,-65,1543020268,0
5,-55,1543020268,0
6,-60,1543020268,0
7,-51,1543020268,0
8,-58,1543020268,0
9,-52,1543020268,0
10,-61,1543020268,0
11,-52,1543020268,0
12,-72,1543020268,0
1,-63,1543020269,0
3,-57,1543020269,0
4,-62,1543020269,0
5,-62,1543020269,0
6,-85,1543020269,0
7,-57,1543020269,0
8,-77,1543020269,0
9,-53,1543020269,0
10,-63,1543020269,0
11,-80,1543020269,0
12,-79,1543020269,0
1,-82,1543020270,0
3,-76,1543020270,0
4,-74,1543020270,0
5,-56,1543020270,0
6,-87,1543020270,0
7,-67,1543020270,0
8,-61,1543020270,0
9,-82,1543020270,0
10,-89,1543020270,0
11,-59,1543020270,0
12,-84,1543020270,0
1,-55,1543020271,0
3,-51,1543020271,0
4,-50,1543020271,0
5,-73,1543020271,0
6,-64,1543020271,0
7,-82,1543020271,0
8,-70,1543020271,0
9,-76,1543020271,0
10,-58,1543020271,0
11,-89,1543020271,0
12,-56,1543020271,0
1,-58,1543020272,0
3,-61,1543020272,0
4,-55,1543020272,0
5,-89,1543020272,0
6,-87,1543020272,0
7,-83,1543020272,0
8,-87,1543020272,0
9,-69,1543020272,0
10,-60,1543020272,0
11,-77,1543020272,0
12,-73,1543020272,0
1,-69,1543020273,0
3,-89,1543020273,0
4,-81,1543020273,0
5,-59,1543020273,0
6,-86,1543020273,0
7,-87,1543020273,0
8,-83,1543020273,0
9,-74,1543020273,0
10,-77,1543020273,0
11,-54,1543020273,0
12,-73,1543020273,0
1,-69,1543020274,0
3,-84,1543020274,0
4,-84,1543020274,0
5,-54,1543020274,0
6,-50,1543020274,0
7,-80,1543020274,0
8,-80,1543020274,0
9,-51,1543020274,0
10,-54,1543020274,0
11,-61,1543020274,0
12,-63,1543020274,0
1,-77,1543020275,0
3,-69,1543020275,0
4,-80,1543020275,0
5,-88,1543020275,0
6,-80,1543020275,0
7,-76,1543020275,0
8,-88,1543020275,0
9,-74,1543020275,0
10,-57,1543020275,0
11,-75,1543020275,0
12,-52,1543020275,0
1,-87,1543020276,0
3,-59,1543020276,0
4,-54,1543020276,0
5,-50,1543020276,0
6,-55,1543020276,0
7,-66,1543020276,0
8,-65,1543020276,0
9,-68,1543020276,0
10,-64,1543020276,0
11,-69,1543020276,0
12,-70,1543020276,0
1,-58,1543020277,0
3,-86,1543020277,0
4,-55,1543020277,0
5,-79,1543020277,0
6,-58,1543020277,0
7,-79,1543020277,0
8,-83,1543020277,0
9,-85,1543020277,0
10,-76,1543020277,0
11,-71,1543020277,0
12,-69,1543020277,0
1,-78,1543020278,0
3,-54,1543020278,0
4,-88,1543020278,0
5,-78,1543020278,0
6,-82,1543020278,0
7,-84,1543020278,0
8,-59,1543020278,0
9,-84,1543020278,0
10,-86,1543020278,0
11,-58,1543020278,0
12,-53,1543020278,0
1,-81,1543020279,0
3,-88,1543020279,0
4,-55,1543020279,0
5,-78,1543020279,0
6,-87,1543020279,0
7,-90,1543020279,0
8,-83,1543020279,0
9,-72,1543020279,0
10,-69,1543020279,0
11,-72,1543020279,0
12,-60,1543020279,0
1,-84,1543020280,0
3,-81,1543020280,0
4,-52,1543020280,0
5,-66,1543020280,0
6,-50,1543020280,0
7,-81,1543020280,0
8,-65,1543020280,0
9,-67,1543020280,0
10,-57,1543020280,0
11,-74,1543020280,0
12,-50,1543020280,0
1,-60,1543020281,0
3,-76,1543020281,0
4,-67,1543020281,0
5,-80,1543020281,0
6,-87,1543020281,0
7,-53,1543020281,0
8,-63,1543020281,0
9,-56,1543020281,0
10,-55,1543020281,0
11,-72,1543020281,0
12,-84,1543020281,0
1,-81,1543020282,0
3,-64,1543020282,0
4,-63,1543020282,0
5,-73,1543020282,0
6,-77,1543020282,0
7,-79,1543020282,0
8,-60,1543020282,0
9,-52,1543020282,0
10,-84,1543020282,0
11,-60,1543020282,0
12,-60,1543020282,0
1,-57,1543020283,0
3,-75,1543020283,0
4,-52,1543020283,0
5,-64,1543020283,0
6,-81,1543020283,0
7,-84,1543020283,0
8,-63,1543020283,0
9,-69,1543020283,0
10,-57,1543020283,0
11,-72,1543020283,0
12,-50,1543020283,0
1,-70,1543020284,0
3,-69,1543020284,0
4,-72,1543020284,0
5,-75,1543020284,0
6,-89,1543020284,0
7,-70,1543020284,0
8,-75,1543020284,0
9,-66,1543020284,0
10,-70,1543020284,0
11,-69,1543020284,0
12,-54,1543020284,0
1,-86,1543020285,0
3,-58,1543020285,0
4,-60,1543020285,0
5,-52,1543020285,0
6,-87,1543020285,0
7,-90,1543020285,0
8,-86,1543020285,0
9,-89,1543020285,0
10,-56,1543020285,0
11,-53,1543020285,0
12,-78,1543020285,0
1,-81,1543020286,0
3,-90,1543020286,0
4,-59,1543020286,0
5,-89,1543020286,0
6,-52,1543020286,0
7,-67,1543020286,0
8,-75,1543020286,0
9,-69,1543020286,0
10,-83,1543020286,0
11,-58,1543020286,0
12,-87,1543020286,0
1,-88,1543020287,0
3,-89,1543020287,0
4,-53,1543020287,0
5,-83,1543020287,0
6,-56,1543020287,0
7,-53,1543020287,0
8,-85,1543020287,0
9,-65,1543020287,0
10,-80,1543020287,0
11,-82,1543020287,0
12,-74,1543020287,0
1,-88,1543020288,0
3,-85,1543020288,0
4,-77,1543020288,0
5,-78,1543020288,0
6,-63,1543020288,0
7,-69,1543020288,0
8,-80,1543020288,0
9,-66,1543020288,0
10,-53,1543020288,0
11,-63,1543020288,0
12,-79,1543020288,0
1,-66,1543020289,0
3,-51,1543020289,0
4,-89,1543020289,0
5,-83,1543020289,0
6,-63,1543020289,0
7,-85,1543020289,0
8,-57,1543020289,0
9,-59,1543020289,0
10,-61,1543020289,0
11,-69,1543020289,0
12,-59,1543020289,0
1,-51,1543020290,0
3,-86,1543020290,0
4,-65,1543020290,0
5,-69,1543020290,0
6,-71,1543020290,0
7,-89,1543020290,0
8,-73,1543020290,0
9,-88,1543020290,0
10,-57,1543020290,0
11,-52,1543020290,0
12,-70,1543020290,0
1,-71,1543020291,0
3,-68,1543020291,0
4,-58,1543020291,0
5,-59,1543020291,0
6,-69,1543020291,0
7,-55,1543020291,0
8,-57,1543020291,0
9,-78,1543020291,0
10,-85,1543020291,0
11,-84,1543020291,0
12,-79,1543020291,0
1,-71,1543020292,0
3,-53,1543020292,0
4,-79,1543020292,0
5,-87,1543020292,0
6,-84,1543020292,0
7,-60,1543020292,0
8,-82,1543020292,0
9,-65,1543020292,0
10,-88,1543020292,0
11,-66,1543020292,0
12,-60,1543020292,0
1,-67,1543020293,0
3,-57,1543020293,0
4,-88,1543020293,0
5,-52,1543020293,0
6,-72,1543020293,0
7,-83,1543020293,0
8,-53,1543020293,0
9,-51,1543020293,0
10,-75,1543020293,0
11,-56,1543020293,0
12,-59,1543020293,0
1,-56,1543020294,0
3,-54,1543020294,0
4,-71,1543020294,0
5,-59,1543020294,0
6,-67,1543020294,0
7,-78,1543020294,0
8,-79,1543020294,0
9,-73,1543020294,0
10,-70,1543020294,0
11,-72,1543020294,0
12,-82,1543020294,0
1,-78,1543020295,0
3,-90,1543020295,0
4,-53,1543020295,0
5,-78,1543020295,0
6,-73,1543020295,0
7,-63,1543020295,0
8,-69,1543020295,0
9,-70,1543020295,0
10,-78,1543020295,0
11,-87,1543020295,0
12,-71,1543020295,0
1,-82,1543020296,0
3,-88,1543020296,0
4,-78,1543020296,0
5,-64,1543020296,0
6,-78,1543020296,0
7,-53,1543020296,0
8,-90,1543020296,0
9,-86,1543020296,0
10,-58,1543020296,0
11,-68,1543020296,0
12,-55,1543020296,0
1,-76,1543020297,0
3,-73,1543020297,0
4,-78,1543020297,0
5,-68,1543020297,0
6,-86,1543020297,0
7,-88,1543020297,0
8,-65,1543020297,0
9,-69,1543020297,0
10,-60,1543020297,0
11,-76,1543020297,0
12,-65,1543020297,0
1,-71,1543020298,0
3,-54,1543020298,0
4,-67,1543020298,0
5,-70,1543020298,0
6,-87,1543020298,0
7,-79,1543020298,0
8,-54,1543020298,0
9,-87,1543020298,0
10,-71,1543020298,0
11,-57,1543020298,0
12,-82,1543020298,0
1,-65,1543020299,0
3,-78,1543020299,0
4,-67,1543020299,0
5,-86,1543020299,0
6,-79,1543020299,0
7,-56,1543020299,0
8,-82,1543020299,0
9,-63,1543020299,0
10,-67,1543020299,0
11,-54,1543020299,0
12,-79,1543020299,0
1,-63,1543020300,0
3,-85,1543020300,0
4,-90,1543020300,0
5,-62,1543020300,0
6,-54,1543020300,0
7,-83,1543020300,0
8,-70,1543020300,0
9,-73,1543020300,0
10,-63,1543020300,0
11,-68,1543020300,0
12,-51,1543020300,0
1,-61,1543020301,0
3,-89,1543020301,0
4,-79,1543020301,0
5,-50,1543020301,0
6,-57,1543020301,0
7,-73,1543020301,0
8,-75,1543020301,0
9,-81,1543020301,0
10,-77,1543020301,0
11,-76,1543020301,0
12,-75,1543020301,0
1,-58,1543020302,0
3,-54,1543020302,0
4,-87,1543020302,0
5,-72,1543020302,0
6,-53,1543020302,0
7,-61,1543020302,0
8,-69,1543020302,0
9,-72,1543020302,0
10,-81,1543020302,0
11,-67,1543020302,0
12,-57,1543020302,0
1,-75,1543020303,0
3,-70,1543020303,0
4,-62,1543020303,0
5,-82,1543020303,0
6,-52,1543020303,0
7,-50,1543020303,0
8,-52,1543020303,0
9,-90,1543020303,0
10,-76,1543020303,0
11,-80,1543020303,0
12,-52,1543020303,0
1,-76,1543020304,0
3,-74,1543020304,0
4,-53,1543020304,0
5,-86,1543020304,0
6,-81,1543020304,0
7,-73,1543020304,0
8,-72,1543020304,0
9,-53,1543020304,0
10,-55,1543020304,0
11,-72,1543020304,0
12,-85,1543020304,0
1,-60,1543020305,0
3,-82,1543020305,0
4,-79,1543020305,0
5,-75,1543020305,0
6,-61,1543020305,0
7,-75,1543020305,0
8,-50,1543020305,0
9,-58,1543020305,0
10,-69,1543020305,0
11,-89,1543020305,0
12,-89,1543020305,0
1,-58,1543020306,0
3,-81,1543020306,0
4,-57,1543020306,0
5,-58,1543020306,0
6,-68,1543020306,0
7,-53,1543020306,0
8,-88,1543020306,0
9,-72,1543020306,0
10,-81,1543020306,0
11,-64,1543020306,0
12,-62,1543020306,0
1,-80,1543020307,0
3,-76,1543020307,0
4,-79,1543020307,0
5,-55,1543020307,0
6,-83,1543020307,0
7,-52,1543020307,0
8,-90,1543020307,0
9,-76,1543020307,0
10,-55,1543020307,0
11,-71,1543020307,0
12,-86,1543020307,0
1,-82,1543020308,0
3,-58,1543020308,0
4,-88,1543020308,0
5,-60,1543020308,0
6,-90,1543020308,0
7,-66,1543020308,0
8,-70,1543020308,0
9,-69,1543020308,0
10,-64,1543020308,0
11,-55,1543020308,0
12,-55,1543020308,0
1,-79,1543020309,0
3,-52,1543020309,0
4,-72,1543020309,0
5,-77,1543020309,0
6,-65,1543020309,0
7,-58,1543020309,0
8,-78,1543020309,0
9,-69,1543020309,0
10,-60,1543020309,0
11,-78,1543020309,0
12,-59,1543020309,0
1,-90,1543020310,0
3,-65,1543020310,0
4,-70,1543020310,0
5,-56,1543020310,0
6,-90,1543020310,0
7,-80,1543020310,0
8,-51,1543020310,0
9,-65,1543020310,0
10,-76,1543020310,0
11,-69,1543020310,0
12,-68,1543020310,0
1,-73,1543020311,0
3,-83,1543020311,0
4,-75,1543020311,0
5,-83,1543020311,0
6,-70,1543020311,0
7,-54,1543020311,0
8,-72,1543020311,0
9,-76,1543020311,0
10,-72,1543020311,0
11,-70,1543020311,0
12,-70,1543020311,0
1,-59,1543020312,0
3,-68,1543020312,0
4,-90,1543020312,0
5,-69,1543020312,0
6,-83,1543020312,0
7,-55,1543020312,0
8,-54,1543020312,0
9,-70,1543020312,0
10,-56,1543020312,0
11,-68,1543020312,0
12,-68,1543020312,0
1,-56,1543020313,0
3,-67,1543020313,0
4,-68,1543020313,0
5,-55,1543020313,0
6,-76,1543020313,0
7,-89,1543020313,0
8,-76,1543020313,0
9,-58,1543020313,0
10,-84,1543020313,0
11,-61,1543020313,0
12,-90,1543020313,0
1,-73,1543020314,0
3,-79,1543020314,0
4,-79,1543020314,0
5,-62,1543020314,0
6,-56,1543020314,0
7,-78,1543020314,0
8,-79,1543020314,0
9,-85,1543020314,0
10,-63,1543020314,0
11,-88,1543020314,0
12,-78,1543020314,0
1,-72,1543020315,0
3,-51,1543020315,0
4,-88,1543020315,0
5,-54,1543020315,0
6,-71,1543020315,0
7,-63,1543020315,0
8,-53,1543020315,0
9,-70,1543020315,0
10,-55,1543020315,0
11,-80,1543020315,0
12,-69,1543020315,0
1,-87,1543020316,0
3,-61,1543020316,0
4,-60,1543020316,0
5,-51,1543020316,0
6,-83,1543020316,0
7,-65,1543020316,0
8,-76,1543020316,0
9,-76,1543020316,0
10,-58,1543020316,0
11,-67,1543020316,0
12,-62,1543020316,0
1,-75,1543020317,0
3,-87,1543020317,0
4,-57,1543020317,0
5,-63,1543020317,0
6,-74,1543020317,0
7,-76,1543020317,0
8,-76,1543020317,0
9,-50,1543020317,0
10,-52,1543020317,0
11,-59,1543020317,0
12,-73,1543020317,0
1,-87,1543020318,0
3,-83,1543020318,0
4,-70,1543020318,0
5,-65,1543020318,0
6,-60,1543020318,0
7,-64,1543020318,0
8,-62,1543020318,0
9,-72,1543020318,0
10,-57,1543020318,0
11,-51,1543020318,0
12,-76,1543020318,0
1,-84,1543020319,0
3,-79,1543020319,0
4,-70,1543020319,0
5,-71,1543020319,0
6,-67,1543020319,0
7,-74,1543020319,0
8,-87,1543020319,0
9,-77,1543020319,0
10,-51,1543020319,0
11,-64,1543020319,0
12,-51,1543020319,0
1,-90,1543020320,0
3,-88,1543020320,0
4,-77,1543020320,0
5,-52,1543020320,0
6,-72,1543020320,0
7,-88,1543020320,0
8,-67,1543020320,0
9,-69,1543020320,0
10,-58,1543020320,0
11,-87,1543020320,0
12,-74,1543020320,0
1,-54,1543020321,0
3,-69,1543020321,0
4,-66,1543020321,0
5,-50,1543020321,0
6,-57,1543020321,0
7,-90,1543020321,0
8,-65,1543020321,0
9,-52,1543020321,0
10,-85,1543020321,0
11,-84,1543020321,0
12,-74,1543020321,0
1,-62,1543020322,0
3,-53,1543020322,0
4,-69,1543020322,0
5,-83,1543020322,0
6,-75,1543020322,0
7,-86,1543020322,0
8,-86,1543020322,0
9,-83,1543020322,0
10,-81,1543020322,0
11,-66,1543020322,0
12,-82,1543020322,0
1,-82,1543020323,0
3,-69,1543020323,0
4,-56,1543020323,0
5,-66,1543020323,0
6,-64,1543020323,0
7,-89,1543020323,0
8,-62,1543020323,0
9,-82,1543020323,0
10,-67,1543020323,0
11,-58,1543020323,0
12,-84,1543020323,0
1,-72,1543020324,0
3,-75,1543020324,0
4,-73,1543020324,0
5,-84,1543020324,0
6,-84,1543020324,0
7,-52,1543020324,0
8,-66,1543020324,0
9,-51,1543020324,0
10,-89,1543020324,0
11,-77,1543020324,0
12,-62,1543020324,0
1,-68,1543020325,0
3,-85,1543020325,0
4,-64,1543020325,0
5,-83,1543020325,0
6,-65,1543020325,0
7,-80,1543020325,0
8,-84,1543020325,0
9,-51,1543020325,0
10,-52,1543020325,0
11,-66,1543020325,0
12,-79,1543020325,0
1,-89,1543020326,0
3,-66,1543020326,0
4,-58,1543020326,0
5,-64,1543020326,0
6,-55,1543020326,0
7,-50,1543020326,0
8,-70,1543020326,0
9,-77,1543020326,0
10,-72,1543020326,0
11,-59,1543020326,0
12,-58,1543020326,0
1,-53,1543020327,0
3,-83,1543020327,0
4,-88,1543020327,0
5,-52,1543020327,0
6,-87,1543020327,0
7,-88,1543020327,0
8,-75,1543020327,0
9,-58,1543020327,0
10,-57,1543020327,0
11,-82,1543020327,0
12,-70,1543020327,0
1,-76,1543020328,0
3,-74,1543020328,0
4,-80,1543020328,0
5,-82,1543020328,0
6,-61,1543020328,0
7,-59,1543020328,0
8,-54,1543020328,0
9,-57,1543020328,0
10,-74,1543020328,0
11,-78,1543020328,0
12,-84,1543020328,0
1,-85,1543020329,0
3,-62,1543020329,0
4,-79,1543020329,0
5,-76,1543020329,0
6,-66,1543020329,0
7,-56,1543020329,0
8,-62,1543020329,0
9,-75,1543020329,0
10,-51,1543020329,0
11,-68,1543020329,0
12,-88,1543020329,0
1,-66,1543020330,0
3,-55,1543020330,0
4,-60,1543020330,0
5,-85,1543020330,0
6,-56,1543020330,0
7,-53,1543020330,0
8,-67,1543020330,0
9,-71,1543020330,0
10,-70,1543020330,0
11,-76,1543020330,0
12,-83,1543020330,0
1,-53,1543020331,0
3,-62,1543020331,0
4,-85,1543020331,0
5,-83,1543020331,0
6,-52,1543020331,0
7,-87,1543020331,0
8,-52,1543020331,0
9,-89,1543020331,0
10,-88,1543020331,0
11,-55,1543020331,0
12,-62,1543020331,0
1,-58,1543020332,0
3,-57,1543020332,0
4,-54,1543020332,0
5,-80,1543020332,0
6,-60,1543020332,0
7,-79,1543020332,0
8,-64,1543020332,0
9,-54,1543020332,0
10,-87,1543020332,0
11,-56,1543020332,0
12,-50,1543020332,0
1,-87,1543020333,0
3,-52,1543020333,0
4,-80,1543020333,0
5,-81,1543020333,0
6,-70,1543020333,0
7,-82,1543020333,0
8,-85,1543020333,0
9,-84,1543020333,0
10,-74,1543020333,0
11,-77,1543020333,0
12,-61,1543020333,0
1,-67,1543020334,0
3,-61,1543020334,0
4,-61,1543020334,0
5,-89,1543020334,0
6,-88,1543020334,0
7,-57,1543020334,0
8,-63,1543020334,0
9,-87,1543020334,0
10,-66,1543020334,0
11,-58,1543020334,0
12,-81,1543020334,0
1,-58,1543020335,0
3,-56,1543020335,0
4,-64,1543020335,0
5,-89,1543020335,0
6,-53,1543020335,0
7,-78,1543020335,0
8,-54,1543020335,0
9,-55,1543020335,0
10,-86,1543020335,0
11,-52,1543020335,0
12,-67,1543020335,0
1,-64,1543020336,0
3,-82,1543020336,0
4,-55,1543020336,0
5,-53,1543020336,0
6,-56,1543020336,0
7,-81,1543020336,0
8,-85,1543020336,0
9,-85,1543020336,0
10,-67,1543020336,0
11,-66,1543020336,0
12,-50,1543020336,0
1,-51,1543020337,0
3,-64,1543020337,0
4,-87,1543020337,0
5,-51,1543020337,0
6,-82,1543020337,0
7,-57,1543020337,0
8,-81,1543020337,0
9,-62,1543020337,0
10,-83,1543020337,0
11,-53,1543020337,0
12,-64,1543020337,0
1,-84,1543020338,0
3,-72,1543020338,0
4,-76,1543020338,0
5,-71,1543020338,0
6,-80,1543020338,0
7,-65,1543020338,0
8,-84,1543020338,0
9,-84,1543020338,0
10,-70,1543020338,0
11,-66,1543020338,0
12,-85,1543020338,0
1,-79,1543020339,0
3,-73,1543020339,0
4,-56,1543020339,0
5,-66,1543020339,0
6,-72,1543020339,0
7,-67,1543020339,0
8,-73,1543020339,0
9,-89,1543020339,0
10,-81,1543020339,0
11,-69,1543020339,0
12,-53,1543020339,0
1,-54,1543020340,0
3,-61,1543020340,0
4,-52,1543020340,0
5,-87,1543020340,0
6,-57,1543020340,0
7,-70,1543020340,0
8,-51,1543020340,0
9,-66,1543020340,0
10,-61,1543020340,0
11,-88,1543020340,0
12,-89,1543020340,0
1,-85,1543020341,0
3,-84,1543020341,0
4,-54,1543020341,0
5,-81,1543020341,0
6,-78,1543020341,0
7,-78,1543020341,0
8,-62,1543020341,0
9,-90,1543020341,0
10,-65,1543020341,0
11,-50,1543020341,0
12,-76,1543020341,0
1,-59,1543020342,0
3,-88,1543020342,0
4,-74,1543020342,0
5,-86,1543020342,0
6,-84,1543020342,0
7,-90,1543020342,0
8,-70,1543020342,0
9,-87,1543020342,0
10,-51,1543020342,0
11,-54,1543020342,0
12,-74,1543020342,0
1,-55,1543020343,0
3,-74,1543020343,0
4,-70,1543020343,0
5,-52,1543020343,0
6,-59,1543020343,0
7,-72,1543020343,0
8,-55,1543020343,0
9,-52,1543020343,0
10,-61,1543020343,0
